reaction_uid,model_reaction_id,reaction_name,model_equation,rxndb_direct_match,rxndb_source,rxndb_id,ec_number,template_id,template_substrate,reactant_smile,product_smile,rxn_smiles_basic,rxn_smiles_final,similarity,rule,provenance_status,notes
MODEL_RXN:0004132,rxn1,rxn1,s_0794 + s_1065 + s_1212 + s_1275 --> s_0803 + s_1207 + sn_103,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1,1.3.1.14;1.3.3.2,MNXR97424,O=C1C[C@@H](C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,O=C1CC(C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1>>O=C1CC(C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>O=C1CC(C(=O)[O-])NC(=O)N1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,1.0,[O;-;D1;H0:1]-[C:2](=[O;D1;H0:3])-[C@@H;D3;+0:4]1-[CH2;D2;+0:5]-[C;H0;D3;+0:6](=[O;D1;H0:7])-[NH;D2;+0:8]-[C;H0;D3;+0:9](=[O;D1;H0:10])-[NH;D2;+0:11]-1>>[O;-;D1;H0:1]-[C:2](=[O;D1;H0:3])-[c;H0;D3;+0:4]1:[cH;D2;+0:5]:[c;H0;D3;+0:6](=[O;D1;H0:7]):[nH;D2;+0:8]:[c;H0;D3;+0:9](=[O;D1;H0:10]):[nH;D2;+0:11]:1,rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004133,rxn10,rxn10,s_0794 + s_1203 + s_2894 --> s_1198 + s_2900,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn10,1.1.1.21,MNXR130061_reverse,OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,O=CC(O)CO,OCC(O)CO,O=CC(O)CO>>OCC(O)CO,O=CC(O)CO.[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>OCC(O)CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,0.9047619048000001,[C:1]-[CH2;D2;+0:2]-[OH;D1;+0:3]>>[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006805,rxn407,rxn407,s_0803 + sn_11 --> s_0794 + s_1293 + s_3477,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn407,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC([NH3+])C(=O)[O-].CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)CO,[NH3+]C(CO)C(=O)[O-].CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC([NH3+])C(=O)[O-].CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)CO>>[NH3+]C(CO)C(=O)[O-].CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC([NH3+])C(=O)[O-].CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)CO>>[NH3+]C(CO)C(=O)[O-].CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,0.5925925926|0.8260869565000001,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006806,rxn408,rxn408,s_0803 + sn_60 --> s_0794 + s_1449 + s_3490,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn408,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO.[NH3+]C(COP(=O)([O-])[O-])C(=O)[O-],[NH3+]C(CO)C(=O)[O-].CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO.[NH3+]C(COP(=O)([O-])[O-])C(=O)[O-]>>[NH3+]C(CO)C(=O)[O-].CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO.[NH3+]C(COP(=O)([O-])[O-])C(=O)[O-]>>[NH3+]C(CO)C(=O)[O-].CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],0.5925925926|0.8222222222000001,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006807,rxn409,rxn409,s_0803 + sn_4 --> s_0794 + s_1286 + s_3490,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn409,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCC=CCCCCCCCC(=O)OCC(O)CO.[NH3+]C(COP(=O)([O-])[O-])C(=O)[O-],[NH3+]C(CO)C(=O)[O-].CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],CCCCCCC=CCCCCCCCC(=O)OCC(O)CO.[NH3+]C(COP(=O)([O-])[O-])C(=O)[O-]>>[NH3+]C(CO)C(=O)[O-].CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],CCCCCCC=CCCCCCCCC(=O)OCC(O)CO.[NH3+]C(COP(=O)([O-])[O-])C(=O)[O-]>>[NH3+]C(CO)C(=O)[O-].CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],0.5925925926|0.8222222222000001,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006808,rxn41,rxn41,3 s_0794 + 2 s_1212 + s_1321 --> s_0185 + s_0803 + 2 s_1207,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn41,1.3.1.71,MNXR96407_reverse,C=C(/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CC(/C=C/[C@H](C)C(C)C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,C=C(C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C,CC(/C=C/[C@H](C)C(C)C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C>>C=C(C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C,CC(/C=C/[C@H](C)C(C)C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>C=C(C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C.[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,1.0,[C:1]-[C;H0;D3;+0:2](=[CH2;D1;+0:3])/[C:4]=[C:5]/[C:6]>>[C:1]-[C@@H;D3;+0:2](-[CH3;D1;+0:3])/[C:4]=[C:5]/[C:6],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006809,rxn410,rxn410,s_0803 + sn_104 --> s_0794 + s_1161 + s_3490,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn410,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO.[NH3+]C(COP(=O)([O-])[O-])C(=O)[O-],[NH3+]C(CO)C(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO.[NH3+]C(COP(=O)([O-])[O-])C(=O)[O-]>>[NH3+]C(CO)C(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO.[NH3+]C(COP(=O)([O-])[O-])C(=O)[O-]>>[NH3+]C(CO)C(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],0.5925925926|0.8,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006810,rxn411,rxn411,s_0803 + sn_26 --> s_0595 + s_0794 + s_3490,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn411,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)CO.NC(CCOP(=O)([O-])[O-])C(=O)O,NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)CO.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)CO.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)COP(=O)([O-])[O-],0.5806451613|0.8444444444,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006811,rxn412,rxn412,s_0803 + sn_50 --> s_0794 + s_1260 + s_3490,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn412,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O,NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCCCC,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCCCC,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCCCC,0.5806451613|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006812,rxn413,rxn413,s_0803 + sn_154 --> s_0794 + s_1293 + s_3490,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn413,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O,NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])[O-],0.5806451613|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006813,rxn414,rxn414,s_0794 + s_1039 + s_3477 --> s_0683 + s_3490,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn414,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O,NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-],0.5806451613|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006814,rxn415,rxn415,s_0794 + s_1039 + s_1433 --> s_0512 + s_3490,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn415,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O,NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCCCC,CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCCCC,CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCCCC,0.5806451613|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006815,rxn416,rxn416,s_1416 + s_1429 --> s_0211 + s_0794 + s_1029 + s_4005,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn416,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O,NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCC,CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCC,CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCC,0.5806451613|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006816,rxn417,rxn417,s_1412 + s_1429 --> s_0211 + s_0294 + s_0794 + s_4005,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn417,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O,NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])[O-],CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])[O-],CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])[O-],0.5806451613|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
