model_reaction_id,reaction_name,formula_balanced,charge_balanced,issue_categories,remediation_action,missing_formula_metabolites,unparsable_formula_metabolites,element_imbalance,charge_imbalance
r_1886,L-glucitol exchange,False,True,,requires_manual_balance_review,,,"{""C"": -6.0, ""H"": -14.0, ""O"": -6.0}",0.0
r_1887,L-glutamate 5-semialdehyde dehydratase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1889,L-glutamate exchange,False,False,,requires_manual_balance_review,,,"{""C"": -5.0, ""H"": -8.0, ""N"": -1.0, ""O"": -4.0}",1.0
r_1890,L-glutamate transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1891,L-glutamine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -5.0, ""H"": -10.0, ""N"": -2.0, ""O"": -3.0}",0.0
r_1892,L-glutamine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1893,L-histidine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -6.0, ""H"": -9.0, ""N"": -3.0, ""O"": -2.0}",0.0
r_1895,L-homoserine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1896,L-homoserine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -4.0, ""H"": -9.0, ""N"": -1.0, ""O"": -3.0}",0.0
r_1897,L-isoleucine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -6.0, ""H"": -13.0, ""N"": -1.0, ""O"": -2.0}",0.0
r_1898,L-isoleucine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1899,L-leucine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -6.0, ""H"": -13.0, ""N"": -1.0, ""O"": -2.0}",0.0
r_1900,L-lysine exchange,False,False,,requires_manual_balance_review,,,"{""C"": -6.0, ""H"": -15.0, ""N"": -2.0, ""O"": -2.0}",-1.0
r_1901,L-malate transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1902,L-methionine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -5.0, ""H"": -11.0, ""N"": -1.0, ""O"": -2.0, ""S"": -1.0}",0.0
r_1903,L-phenylalanine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -9.0, ""H"": -11.0, ""N"": -1.0, ""O"": -2.0}",0.0
r_1904,L-proline exchange,False,True,,requires_manual_balance_review,,,"{""C"": -5.0, ""H"": -9.0, ""N"": -1.0, ""O"": -2.0}",0.0
r_1905,L-proline transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1906,L-serine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -3.0, ""H"": -7.0, ""N"": -1.0, ""O"": -3.0}",0.0
r_1907,L-serine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1908,L-sorbitol transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1909,L-sorbose exchange,False,True,,requires_manual_balance_review,,,"{""C"": -6.0, ""H"": -12.0, ""O"": -6.0}",0.0
r_1910,L-sorbose transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1911,L-threonine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -4.0, ""H"": -9.0, ""N"": -1.0, ""O"": -3.0}",0.0
r_1912,L-tryptophan exchange,False,True,,requires_manual_balance_review,,,"{""C"": -11.0, ""H"": -12.0, ""N"": -2.0, ""O"": -2.0}",0.0
r_1913,L-tyrosine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -9.0, ""H"": -11.0, ""N"": -1.0, ""O"": -3.0}",0.0
r_1914,L-valine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -5.0, ""H"": -11.0, ""N"": -1.0, ""O"": -2.0}",0.0
r_1915,lanosterol exchange,False,True,,requires_manual_balance_review,,,"{""C"": -30.0, ""H"": -50.0, ""O"": -1.0}",0.0
r_1916,laurate exchange,False,False,,requires_manual_balance_review,,,"{""C"": -12.0, ""H"": -23.0, ""O"": -2.0}",1.0
r_1919,lysine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1920,M(IP)2C transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1921,M(IP)2C transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1922,M(IP)2C transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1923,M(IP)2C transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1924,M(IP)2C transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1925,M(IP)2C transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1926,M(IP)2C transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1927,M(IP)2C transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1928,M(IP)2C transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1929,M(IP)2C transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1930,malate/oxaloacetate shuttle,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1931,maltose exchange,False,True,,requires_manual_balance_review,,,"{""C"": -12.0, ""H"": -22.0, ""O"": -11.0}",0.0
r_1932,mannan transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1935,methionine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1936,methylglyoxal synthase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1937,MIPC transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1938,MIPC transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1939,MIPC transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1940,MIPC transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1941,MIPC transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1942,MIPC transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1943,MIPC transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1944,MIPC transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1945,MIPC transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1946,MIPC transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1947,myo-inositol exchange,False,True,,requires_manual_balance_review,,,"{""C"": -6.0, ""H"": -12.0, ""O"": -6.0}",0.0
r_1952,"N,N'-diformyldityrosine exchange",False,False,,requires_manual_balance_review,,,"{""C"": -20.0, ""H"": -22.0, ""N"": -2.0, ""O"": -8.0}",2.0
r_1963,NADP(+) transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1964,NADPH transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1965,NH3 transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1966,nicotinamide diffusion,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1967,nicotinate exchange,False,False,,requires_manual_balance_review,,,"{""C"": -6.0, ""H"": -4.0, ""N"": -1.0, ""O"": -2.0}",1.0
r_1968,NMN exchange,False,False,,requires_manual_balance_review,,,"{""C"": -11.0, ""H"": -14.0, ""N"": -2.0, ""O"": -8.0, ""P"": -1.0}",1.0
r_1970,NMN transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1971,NMN transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1972,NMN transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1974,nucleoside-diphosphatase (dGDP),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1975,nucleoside-triphosphatase (dGTP),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1976,O-acetylcarnintine transport into mitochondria,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1977,O2 transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1978,O2 transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1979,O2 transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1980,O2 transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1981,octadecanoate (n-C18:0) transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1984,octanoate exchange,False,False,,requires_manual_balance_review,,,"{""C"": -8.0, ""H"": -15.0, ""O"": -2.0}",1.0
r_1987,ornithine exchange,False,False,,requires_manual_balance_review,,,"{""C"": -5.0, ""H"": -13.0, ""N"": -2.0, ""O"": -2.0}",-1.0
r_1988,oxaloacetate transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1989,oxaloacetate(2-) exchange,False,False,,requires_manual_balance_review,,,"{""C"": -4.0, ""H"": -2.0, ""O"": -5.0}",2.0
r_1990,oxidized glutathione uniport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1991,oxidized thioredoxin transport,False,True,generic_r_group_or_polymer_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,,s_1620|s_1623,{},0.0
r_1992,oxygen exchange,False,True,,requires_manual_balance_review,,,"{""O"": -2.0}",0.0
r_1993,palmitate exchange,False,False,,requires_manual_balance_review,,,"{""C"": -16.0, ""H"": -31.0, ""O"": -2.0}",1.0
r_1994,palmitoleate exchange,False,False,,requires_manual_balance_review,,,"{""C"": -16.0, ""H"": -29.0, ""O"": -2.0}",1.0
r_1995,palmitoyl-CoA transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1996,panthetheine 4'-phosphate transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1997,panthetheine-phosphate adenylyltransferase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1998,PAP uniport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_1999,pectin exchange,False,True,,requires_manual_balance_review,,,"{""C"": -6.0, ""H"": -7.0, ""O"": -6.0}",0.0
r_2000,phenethyl acetate exchange,False,True,,requires_manual_balance_review,,,"{""C"": -10.0, ""H"": -12.0, ""O"": -2.0}",0.0
r_2001,phenylacetaldehyde exchange,False,True,,requires_manual_balance_review,,,"{""C"": -8.0, ""H"": -8.0, ""O"": -1.0}",0.0
r_2002,phenylacetaldehyde transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2003,phenylacetaldehyde transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2004,phenylalanine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2005,phosphate exchange,False,False,,requires_manual_balance_review,,,"{""H"": -1.0, ""O"": -4.0, ""P"": -1.0}",2.0
r_2008,phosphate transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2020,potassium exchange,False,True,,requires_manual_balance_review,,,"{""K"": -1.0}",0.0
r_2022,protoporphyrinogen IX transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2023,PRPP transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2024,putrescine exchange,False,False,,requires_manual_balance_review,,,"{""C"": -4.0, ""H"": -14.0, ""N"": -2.0}",-2.0
r_2025,pyridoxal kinase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2026,pyridoxamine kinase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2027,pyridoxamine phosphatase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2028,pyridoxine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -8.0, ""H"": -11.0, ""N"": -1.0, ""O"": -3.0}",0.0
r_2029,pyridoxine kinase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2030,pyrimidine phosphatase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2031,pyrimidine-nucleoside phosphorylase (uracil),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2032,pyrophosphate transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2033,pyruvate exchange,False,False,,requires_manual_balance_review,,,"{""C"": -3.0, ""H"": -3.0, ""O"": -3.0}",1.0
r_2034,pyruvate transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2036,quinolinate transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2037,reduced thioredoxin transport,False,True,generic_r_group_or_polymer_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,,s_1616|s_1619,{},0.0
r_2038,riboflavin exchange,False,False,,requires_manual_balance_review,,,"{""C"": -17.0, ""H"": -19.0, ""N"": -4.0, ""O"": -6.0}",1.0
r_2039,riboflavin transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2040,riboflavin transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2041,ribose transporter,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2042,S-adenosyl-L-homocysteine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2043,S-adenosyl-L-methionine exchange,False,False,,requires_manual_balance_review,,,"{""C"": -15.0, ""H"": -23.0, ""N"": -6.0, ""O"": -5.0, ""S"": -1.0}",-1.0
r_2044,S-methyl-L-methionine exchange,False,False,,requires_manual_balance_review,,,"{""C"": -6.0, ""H"": -14.0, ""N"": -1.0, ""O"": -2.0, ""S"": -1.0}",-1.0
r_2045,serine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2046,sn-glycero-3-phosphocholine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -8.0, ""H"": -20.0, ""N"": -1.0, ""O"": -6.0, ""P"": -1.0}",0.0
r_2049,sodium exchange,False,True,,requires_manual_balance_review,,,"{""Na"": -1.0}",0.0
r_2050,spermidine acetyltransferase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2051,spermidine exchange,False,False,,requires_manual_balance_review,,,"{""C"": -7.0, ""H"": -22.0, ""N"": -3.0}",-3.0
r_2052,spermine exchange,False,False,,requires_manual_balance_review,,,"{""C"": -10.0, ""H"": -30.0, ""N"": -4.0}",-4.0
r_2053,squalene transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2054,"squalene-2,3-epoxide transport",True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2055,stearate exchange,False,False,,requires_manual_balance_review,,,"{""C"": -18.0, ""H"": -35.0, ""O"": -2.0}",1.0
r_2056,succinate exchange,False,False,,requires_manual_balance_review,,,"{""C"": -4.0, ""H"": -4.0, ""O"": -4.0}",2.0
r_2057,succinate transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2058,sucrose exchange,False,True,,requires_manual_balance_review,,,"{""C"": -12.0, ""H"": -22.0, ""O"": -11.0}",0.0
r_2060,sulphate exchange,False,False,,requires_manual_balance_review,,,"{""O"": -4.0, ""S"": -1.0}",2.0
r_2061,sulphite exchange,False,False,,requires_manual_balance_review,,,"{""O"": -3.0, ""S"": -1.0}",2.0
r_2062,taurine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -2.0, ""H"": -7.0, ""N"": -1.0, ""O"": -3.0, ""S"": -1.0}",0.0
r_2063,tetracosanoyl-CoA transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2064,thiamin phosphatase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2065,thiaminase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2066,thiamine(1+) diphosphate(1-) exchange,False,False,,requires_manual_balance_review,,,"{""C"": -12.0, ""H"": -16.0, ""N"": -4.0, ""O"": -7.0, ""P"": -2.0, ""S"": -1.0}",2.0
r_2067,thiamine(1+) exchange,False,False,,requires_manual_balance_review,,,"{""C"": -12.0, ""H"": -17.0, ""N"": -4.0, ""O"": -1.0, ""S"": -1.0}",-1.0
r_2068,thiamine(1+) monophosphate exchange,False,False,,requires_manual_balance_review,,,"{""C"": -12.0, ""H"": -16.0, ""N"": -4.0, ""O"": -4.0, ""P"": -1.0, ""S"": -1.0}",1.0
r_2069,thiamine-phosphate kinase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2070,thiazole phosphate synthesis (ribose 5-phosphate),True,False,,requires_manual_balance_review,,,{},-2.0
r_2071,thiazole phosphate synthesis (xylulose 5-phosphate),True,False,,requires_manual_balance_review,,,{},-2.0
r_2072,threonine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2073,thymidine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -10.0, ""H"": -14.0, ""N"": -2.0, ""O"": -5.0}",0.0
r_2074,thymidine kinase (ATP:thymidine),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2075,thymidine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2079,trehalose transporter,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2080,trehalose vacuolar transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2082,tryptophan transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2083,tryptophol exchange,False,True,,requires_manual_balance_review,,,"{""C"": -10.0, ""H"": -11.0, ""N"": -1.0, ""O"": -1.0}",0.0
r_2084,tryptophol transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2085,tryptophol transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2086,tyrosine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2087,tyrosine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2089,UMP transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2090,uracil exchange,False,True,,requires_manual_balance_review,,,"{""C"": -4.0, ""H"": -4.0, ""N"": -2.0, ""O"": -2.0}",0.0
r_2091,urea exchange,False,True,,requires_manual_balance_review,,,"{""C"": -1.0, ""H"": -4.0, ""N"": -2.0, ""O"": -1.0}",0.0
r_2092,uridine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -9.0, ""H"": -12.0, ""N"": -2.0, ""O"": -6.0}",0.0
r_2093,valine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2094,water diffusion,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2095,water diffusion,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2096,water diffusion,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2097,water diffusion,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2098,water diffusion,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2099,water diffusion,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2100,water exchange,False,True,,requires_manual_balance_review,,,"{""H"": -2.0, ""O"": -1.0}",0.0
r_2101,xanthine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2102,xanthosine exchange,False,True,,requires_manual_balance_review,,,"{""C"": -10.0, ""H"": -12.0, ""N"": -4.0, ""O"": -6.0}",0.0
r_2103,xanthosine transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2104,xylitol exchange,False,True,,requires_manual_balance_review,,,"{""C"": -5.0, ""H"": -12.0, ""O"": -5.0}",0.0
r_2105,xylitol transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2106,zymosterol exchange,False,True,,requires_manual_balance_review,,,"{""C"": -27.0, ""H"": -44.0, ""O"": -1.0}",0.0
r_2107,zymosterol transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2108,lipid pseudoreaction - merge,False,False,missing_formula_no_local_mapping,requires_external_structure_mapping,s_1096|s_3746|s_3747,,{},0.0
r_2111,growth,False,True,missing_formula_no_local_mapping,requires_external_structure_mapping,s_0450,,{},0.0
r_2112,kynurenine aminotransferase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2113,spontaneous kynurenic acid to quinaldic acid,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2114,spontaneous 2-amino-3-carboxymuconate-6-semialdehyde to quinolinate,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2115,"alcohol dehydrogenase, (acetaldehyde to ethanol)",True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2116,acetaldehyde dehydrogenase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2117,phenylalanine transaminase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2118,tryptophan transaminase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2119,tyrosine transaminase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2125,coenzyme A: cytoplasm to LP,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2126,sedoheptulose bisphosphatase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2129,proton leak,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2131,isocitrate dehydrogenase,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2132,oxoglutarate/malate exchange,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2134,14-demethyllanosterol exchange,False,True,,requires_manual_balance_review,,,"{""C"": -29.0, ""H"": -48.0, ""O"": -1.0}",0.0
r_2136,14-demethyllanosterol transport,True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2137,"ergosta-5,7,22,24(28)-tetraen-3beta-ol exchange",False,True,,requires_manual_balance_review,,,"{""C"": -28.0, ""H"": -42.0, ""O"": -1.0}",0.0
r_2139,"ergosta-5,7,22,24(28)-tetraen-3beta-ol transport",True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2140,fatty-acyl-CoA synthase (n-C16:0CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2141,fatty-acyl-CoA synthase (n-C18:0CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2142,B-ketoacyl-ACP synthase (acetoacetyl-ACP),False,False,generic_r_group_or_polymer_formula|missing_formula_no_local_mapping,requires_external_structure_mapping,s_1845,s_0372|s_0465|s_2770,"{""C"": 1.0, ""H"": -1.0, ""O"": 2.0}",-1.0
r_2143,B-ketoacyl-ACP synthase (3-oxo-hexanoyl-ACP),False,False,generic_r_group_or_polymer_formula|missing_formula_no_local_mapping,requires_external_structure_mapping,s_1845,s_0465|s_2771|s_2772,"{""C"": 1.0, ""H"": -1.0, ""O"": 2.0}",-1.0
r_2144,B-ketoacyl-ACP synthase (3-oxo-octanoyl-ACP),False,False,generic_r_group_or_polymer_formula|missing_formula_no_local_mapping,requires_external_structure_mapping,s_1845,s_0465|s_2773|s_2774,"{""C"": 1.0, ""H"": -1.0, ""O"": 2.0}",-1.0
r_2145,3-oxoacyl-ACP reductase (3-hydroxybutanoyl-ACP),False,True,generic_r_group_or_polymer_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,,s_2770|s_2775,"{""H"": -2.0}",0.0
r_2146,3-oxoacyl-ACP reductase (3-hydroxyhexanoyl-ACP),False,True,generic_r_group_or_polymer_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,,s_2772|s_2776,"{""H"": -2.0}",0.0
r_2147,3-oxoacyl-ACP reductase (3-hydroxyoctanoyl-ACP),False,True,generic_r_group_or_polymer_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,,s_2774|s_2777,"{""H"": -2.0}",0.0
r_2148,3-hydroxyacyl-thioester dehydratase (trans-but-2-enoyl-ACP),False,True,generic_r_group_or_polymer_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,,s_2775|s_2778,"{""H"": 2.0, ""O"": 1.0}",0.0
r_2149,3-hydroxyacyl-thioester dehydratase (trans-hex-2-enoyl-ACP),False,True,generic_r_group_or_polymer_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,,s_2776|s_2779,"{""H"": 2.0, ""O"": 1.0}",0.0
r_2150,3-hydroxyacyl-thioester dehydratase (trans-oct-2-enoyl-ACP),False,True,generic_r_group_or_polymer_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,,s_2777|s_2780,"{""H"": 2.0, ""O"": 1.0}",0.0
r_2151,enoyl-ACP reductase (butanoyl-ACP),False,True,generic_r_group_or_polymer_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,,s_2771|s_2778,"{""H"": -2.0}",0.0
r_2152,enoyl-ACP reductase (hexanoyl-ACP),False,True,generic_r_group_or_polymer_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,,s_2773|s_2779,"{""H"": -2.0}",0.0
r_2153,enoyl-ACP reductase (octanoyl-ACP),False,True,generic_r_group_or_polymer_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,,s_1254|s_2780,"{""H"": -2.0}",0.0
r_2154,elongase I (3-oxotetradecanoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2155,elongase I (3-oxopalmitoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2156,elongase II (3-oxooctadecanoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2157,elongase II or III (3-oxoicosanoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2158,elongase II or III (3-oxodocosanoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2159,elongase II or III (3-oxotetracosanoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2160,elongase III (3-oxohexacosanoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2161,B-ketoacyl-CoA reductase ((S)-3-hydroxytetradecanoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2162,B-ketoacyl-CoA reductase ((S)-3-hydroxypalmitoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2163,B-ketoacyl-CoA reductase (3-hydroxyoctadecanoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2164,B-ketoacyl-CoA reductase (3-hydroxyicosanoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2165,B-ketoacyl-CoA reductase (3-hydroxydocosanoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2166,B-ketoacyl-CoA reductase (3-hydroxytetracosanoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2167,B-ketoacyl-CoA reductase ((S)-3-hydroxyhexacosanoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2168,B-hydroxyacyl-CoA dehydratase (trans-tetradec-2-enoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2169,B-hydroxyacyl-CoA dehydratase (trans-hexadec-2-enoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2170,B-hydroxyacyl-CoA dehydratase (trans-octadec-2-enoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2171,B-hydroxyacyl-CoA dehydratase (trans-icos-2-enoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2172,B-hydroxyacyl-CoA dehydratase (trans-docos-2-enoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2173,B-hydroxyacyl-CoA dehydratase (trans-tetracos-2-enoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2174,B-hydroxyacyl-CoA dehydratase (trans-hexacos-2-enoyl-CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2175,trans-2-enoyl-CoA reductase (n-C14:0CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2176,trans-2-enoyl-CoA reductase (n-C16:0CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2177,trans-2-enoyl-CoA reductase (n-C18:0CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2178,trans-2-enoyl-CoA reductase (n-C20:0CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2179,trans-2-enoyl-CoA reductase (n-C22:0CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2180,trans-2-enoyl-CoA reductase (n-C24:0CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
r_2181,trans-2-enoyl-CoA reductase (n-C26:0CoA),True,True,,training_ready_mass_charge_balanced,,,{},0.0
