candidate_reaction_id,reaction_name,entry,orf,gene_names,protein_names,ec_number,substrate_name,substrate_smiles_source,pu_reference_likeness_score,external_evidence_tier,local_validation_verdict,local_model_support,local_validation_reason,best_candidate_fba_flux,unikp_log10_kcat,unikp_pred_kcat,unikp_log10_Km,unikp_pred_Km,unikp_log10_kcat_Km,unikp_pred_kcat_Km,organism,candidate_origin,enzyme_family_sanity_class,enzyme_family_sanity_reason,enzyme_family_sanity_score,engineering_priority_score,external_sequence_source,external_panel_note,p450_system_type,redox_partner_requirement,redox_partner_score,localization_expectation,expression_risk,expression_risk_score,system_rationale,substrate_fit_score,substrate_fit_rationale,host_context_class,host_context_score,host_context_rationale,p450_engineering_feasibility_score,recommended_p450_action
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,Q03529,YMR272C,SCS7 FAH1 YMR272C YM8156.14C,Ceramide very long chain fatty acid hydroxylase SCS7 (Ceramide VLCFA hydroxylase SCS7) (4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase SCS7) (EC 1.14.18.6) (Dihydroceramide fatty acyl 2-hydroxylase SCS7) (EC 1.14.18.7) (Sphingolipid alpha-hydroxylase) (Suppressor of calcium sensitivity 7),1.14.18.6; 1.14.18.7,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.37926722994107753,2.394788863857234,-1.3840544680005584,0.04129957019748368,1.7211749410730661,52.622919761562926,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,9.05881926607774,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,2,oxygenase chemistry exists but native substrate class is distant from free/CoA C10 acids,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",15.721175,secondary_priority_screen
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P32476,YGR175C,ERG1 YGR175C,Squalene epoxidase ERG1 (SE) (EC 1.14.14.17) (Ergosterol biosynthetic protein 1) (Squalene monooxygenase ERG1),1.14.14.17,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.14021636270303411,1.3810721344508208,-1.298710285424714,0.05026778102765258,1.5521859095378414,35.660375302872126,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.889830234542513,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,2,oxygenase chemistry exists but native substrate class is distant from free/CoA C10 acids,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",15.552186,secondary_priority_screen
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P38992,YDR297W,SUR2 SYR2 YDR297W D9740.8,Sphingolipid C4-hydroxylase SUR2 (EC 1.-.-.-) (Syringomycin response protein 2),1.-.-.-,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,-0.1259506544151252,0.748254514161134,-1.3701767662601645,0.042640592801054075,1.4651378204480878,29.183529868622387,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.80278214545276,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,2,oxygenase chemistry exists but native substrate class is distant from free/CoA C10 acids,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",15.465138,secondary_priority_screen
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P53318,YGR255C,COQ6 YGR255C G9165,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-) (Ubiquinone C4-deaminase) (EC 3.5.-.-)",1.14.13.-; 3.5.-.-,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.346608514716539,2.221306639497103,-1.406266488655644,0.03924040773434032,1.3175626450191618,20.776033888726907,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.655206970023835,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,2,oxygenase chemistry exists but native substrate class is distant from free/CoA C10 acids,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",15.317563,secondary_priority_screen
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P41735,YOR125C,CAT5 COQ7 YOR125C O3284 YOR3284C,"5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.99.60) (Catabolite repression protein 5) (Ubiquinone biosynthesis monooxygenase COQ7)",1.14.99.60,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.4601658107572801,2.8851328174802457,-1.2393316991510255,0.05763261172361367,1.3029570830786272,20.088942841408876,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.6406014080833,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,2,oxygenase chemistry exists but native substrate class is distant from free/CoA C10 acids,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",15.302957,secondary_priority_screen
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P53318,YGR255C,COQ6 YGR255C G9165,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-) (Ubiquinone C4-deaminase) (EC 3.5.-.-)",1.14.13.-; 3.5.-.-,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.6657495427141802,4.631797273147547,-1.1409006713295355,0.0722935129152243,1.1708538633916683,14.820193136272103,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,9.059945003035375,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,2,oxygenase chemistry exists but native substrate class is distant from free/CoA C10 acids,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",15.170854,secondary_priority_screen
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,Q03529,YMR272C,SCS7 FAH1 YMR272C YM8156.14C,Ceramide very long chain fatty acid hydroxylase SCS7 (Ceramide VLCFA hydroxylase SCS7) (4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase SCS7) (EC 1.14.18.6) (Dihydroceramide fatty acyl 2-hydroxylase SCS7) (EC 1.14.18.7) (Sphingolipid alpha-hydroxylase) (Suppressor of calcium sensitivity 7),1.14.18.6; 1.14.18.7,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.5078131477342892,3.219683246287257,-0.9795058724139319,0.1048320618373896,1.0585190185030158,11.442449871776807,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.947610158146722,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,2,oxygenase chemistry exists but native substrate class is distant from free/CoA C10 acids,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",15.058519,secondary_priority_screen
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,Q08477,Q08477,CYP4F3,Cytochrome P450 4F3; 20-hydroxyeicosatetraenoic acid synthase,1.14.14.1,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,D_enzyme_family_only,enzyme_class_support_only,external enzyme candidate; not native S. cerevisiae support,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,-1.1197251021415802,0.07590578882062562,-1.3169361935516752,0.048201861048973706,1.0392939781054602,10.946971265275941,Homo sapiens,external_uniprot_curated_panel,plausible_p450_or_cyp,P450/CYP family but exact C10 substrate unvalidated,4,11.428385117749167,UniProtKB Q08477 FASTA,CYP4F fatty-acid hydroxylation evidence record,heterologous_microsomal_p450,requires_cpr_or_cognate_reductase_engineering,2,ER_membrane_associated_P450_likely,high,2,"Animal microsomal P450s may express in yeast but redox coupling, membrane insertion, and activity transfer are higher-risk.",4,fatty-acid hydroxylation scope is relevant but exact C10 unsaturated substrate is unvalidated,mammalian_external,2,mammalian microsomal P450 expression and CPR coupling in yeast are higher-risk,15.039294,secondary_priority_high_activity_but_expression_risk
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P32476,YGR175C,ERG1 YGR175C,Squalene epoxidase ERG1 (SE) (EC 1.14.14.17) (Ergosterol biosynthetic protein 1) (Squalene monooxygenase ERG1),1.14.14.17,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.4784270094480428,3.0090334072856155,-0.9760648561847236,0.10566596991634591,0.9336719030809985,8.583648067105644,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.822763042724706,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,2,oxygenase chemistry exists but native substrate class is distant from free/CoA C10 acids,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.933672,secondary_priority_screen
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P38992,YDR297W,SUR2 SYR2 YDR297W D9740.8,Sphingolipid C4-hydroxylase SUR2 (EC 1.-.-.-) (Syringomycin response protein 2),1.-.-.-,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.3401065726326442,2.1882985502408894,-1.0234591324835145,0.09474163330717651,0.9298114634756618,8.50768621165508,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.81890260311937,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,2,oxygenase chemistry exists but native substrate class is distant from free/CoA C10 acids,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.929811,secondary_priority_screen
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P78329,P78329,CYP4F2,Cytochrome P450 4F2; 20-hydroxyeicosatetraenoic acid synthase,1.14.14.1,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,D_enzyme_family_only,enzyme_class_support_only,external enzyme candidate; not native S. cerevisiae support,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,-0.7676136339856927,0.1707600864554568,-1.4630572202447505,0.03443045641050802,0.8519731501982519,7.111695449814792,Homo sapiens,external_uniprot_curated_panel,plausible_p450_or_cyp,P450/CYP family but exact C10 substrate unvalidated,4,11.241064289841958,UniProtKB P78329 FASTA,CYP4F fatty-acid hydroxylation evidence record,heterologous_microsomal_p450,requires_cpr_or_cognate_reductase_engineering,2,ER_membrane_associated_P450_likely,high,2,"Animal microsomal P450s may express in yeast but redox coupling, membrane insertion, and activity transfer are higher-risk.",4,fatty-acid hydroxylation scope is relevant but exact C10 unsaturated substrate is unvalidated,mammalian_external,2,mammalian microsomal P450 expression and CPR coupling in yeast are higher-risk,14.851973,secondary_priority_high_activity_but_expression_risk
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,Q08477,Q08477,CYP4F3,Cytochrome P450 4F3; 20-hydroxyeicosatetraenoic acid synthase,1.14.14.1,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,external enzyme candidate; not native S. cerevisiae support,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,-0.6320114626887601,0.2333396474230421,-1.6503204105600022,0.022370700806275824,1.8394333069143984,69.09288177340055,Homo sapiens,external_uniprot_curated_panel,plausible_p450_or_cyp,P450/CYP family but exact C10 substrate unvalidated,4,12.17707763191907,UniProtKB Q08477 FASTA,CYP4F fatty-acid hydroxylation evidence record,heterologous_microsomal_p450,requires_cpr_or_cognate_reductase_engineering,2,ER_membrane_associated_P450_likely,high,2,"Animal microsomal P450s may express in yeast but redox coupling, membrane insertion, and activity transfer are higher-risk.",3,fatty-acid hydroxylation scope is relevant but exact C10 unsaturated substrate is unvalidated; CoA-bound substrate adds uncertainty because many omega-hydroxylase records are free-fatty-acid oriented,mammalian_external,2,mammalian microsomal P450 expression and CPR coupling in yeast are higher-risk,14.839433,secondary_priority_screen
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P38866,YHR176W,FMO1 YHR176W,Thiol-specific monooxygenase (EC 1.14.13.-) (Flavin-dependent monooxygenase),1.14.13.-,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.6824386288463509,4.813252320168018,-1.5301352354290878,0.029502903894952262,1.7502312590408715,56.264084809829015,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,9.087875584045545,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.750231,secondary_priority_screen
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P78329,P78329,CYP4F2,Cytochrome P450 4F2; 20-hydroxyeicosatetraenoic acid synthase,1.14.14.1,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,external enzyme candidate; not native S. cerevisiae support,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,-0.438296131729349,0.36450531747284987,-1.6301506645225996,0.02343415701470236,1.741412551275623,55.133117618992515,Homo sapiens,external_uniprot_curated_panel,plausible_p450_or_cyp,P450/CYP family but exact C10 substrate unvalidated,4,12.079056876280296,UniProtKB P78329 FASTA,CYP4F fatty-acid hydroxylation evidence record,heterologous_microsomal_p450,requires_cpr_or_cognate_reductase_engineering,2,ER_membrane_associated_P450_likely,high,2,"Animal microsomal P450s may express in yeast but redox coupling, membrane insertion, and activity transfer are higher-risk.",3,fatty-acid hydroxylation scope is relevant but exact C10 unsaturated substrate is unvalidated; CoA-bound substrate adds uncertainty because many omega-hydroxylase records are free-fatty-acid oriented,mammalian_external,2,mammalian microsomal P450 expression and CPR coupling in yeast are higher-risk,14.741413,secondary_priority_screen
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P16603,YHR042W,NCP1 CPR1 NCPR1 PRD1 YHR042W,NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4),1.6.2.4,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.6970537260873202,4.977986632889334,-1.417414541819161,0.03824595046211357,1.6827022215248848,48.161745842749035,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,5.020346546529559,,,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,3,native_localization_if_endogenous,medium,3,Endogenous CYP/P450-related hit lowers expression risk but does not establish fatty-acid omega-hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.682702,low_expression_risk_but_activity_validation_required
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P25334,YCR069W,CPR4 CYP4 SCC3 YCR069W YCR69W/YCR70W,Peptidyl-prolyl cis-trans isomerase CPR4 (PPIase CPR4) (EC 5.2.1.8) (Rotamase),5.2.1.8,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.41608473120790784,2.6066620622877155,-1.412652456255007,0.03866762906064418,1.6514908637628596,44.82196207176624,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.989135188767534,,,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,3,native_localization_if_endogenous,medium,3,Endogenous CYP/P450-related hit lowers expression risk but does not establish fatty-acid omega-hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.651491,low_expression_risk_but_activity_validation_required
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P47120,YJR070C,LIA1 MMD1 YJR070C J1814,Deoxyhypusine hydroxylase (DOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase) (Ligand of eIF5A protein 1),1.14.99.29,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.6792371519403989,4.777901057063671,-1.3264251661350748,0.04716011265585735,1.6497222647560184,44.63980252801014,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.987366589760692,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.649722,secondary_priority_screen
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P41735,YOR125C,CAT5 COQ7 YOR125C O3284 YOR3284C,"5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.99.60) (Catabolite repression protein 5) (Ubiquinone biosynthesis monooxygenase COQ7)",1.14.99.60,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.7227968139014319,5.281980747557548,-1.1314966077227075,0.07387600334309846,0.5844147674852682,3.8407387531809944,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.473505907128974,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,2,oxygenase chemistry exists but native substrate class is distant from free/CoA C10 acids,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.584415,secondary_priority_screen
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P40032,YER049W,TPA1 YER049W,"Prolyl 3,4-dihydroxylase TPA1 (EC 1.14.11.-) (Termination and polyadenylation protein 1) (uS12 prolyl 3,4-dihydroxylase)",1.14.11.-,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.22354276986652255,1.6731804051948247,-1.4632898105342582,0.03441202180884491,1.3078320118670659,20.31571033098106,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.645476336871738,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.307832,secondary_priority_screen
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P47177,YJR149W,YJR149W J2213,Putative nitronate monooxygenase (EC 1.13.12.16) (Nitroalkane oxidase),1.13.12.16,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.359139288872639,2.2863319684328576,-1.397754662481136,0.040017074658311245,1.2520310875772187,17.866154594108803,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.589675412581892,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.252031,secondary_priority_screen
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P38169,YBL098W,BNA4 YBL098W YBL0828,Kynurenine 3-monooxygenase (EC 1.14.13.9) (Biosynthesis of nicotinic acid protein 4) (Kynurenine 3-hydroxylase),1.14.13.9,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.1518948468505298,1.418713975292165,-1.3758630186311607,0.04208593512295774,1.239926223114271,17.37505640463178,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.577570548118944,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.239926,secondary_priority_screen
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P47177,YJR149W,YJR149W J2213,Putative nitronate monooxygenase (EC 1.13.12.16) (Nitroalkane oxidase),1.13.12.16,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.4287707735862294,2.68392745906762,-0.9801911854330762,0.10466676818078383,1.2235427169068975,16.731802011604536,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,9.112633856550604,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.223543,secondary_priority_screen
